FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
775742,Florida State University,Graduated,1980-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics
775742,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Statistics,Statistics
775744,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
775746,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775746,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Marketing,Marketing
775746,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775746,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
775754,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
775754,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Bachelor of Arts,SECONDARY,Social Sciences,International Affairs,International Affairs
775761,Florida State University,Graduated,2000-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775762,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Applied Economics
775766,University Of Mississippi Main Campus,Graduated,,,,,,
775766,Florida State University,Graduated,1975-03-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
775776,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775776,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
775778,Florida State University,Graduated,2011-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising
775778,Florida State University,Graduated,2011-12-17T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising
775782,Florida State University,Graduated,2010-08-07T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Philosophy,Philosophy
775782,Florida State University,Graduated,2010-08-07T00:00:00.000000000,Bachelor of Arts,SECONDARY,Social Sciences,Political Science,Political Science
775784,Florida State University,Graduated,2012-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
775788,Florida State University,Graduated,2011-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775788,Florida State University,Graduated,2011-08-13T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775789,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
775789,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775798,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775798,Florida State University,Graduated,1970-08-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
775799,Florida State University,Incomplete,,,,,,
775805,Florida State University,Incomplete,,,,,,
775806,Florida State University,Graduated,1972-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Nursing,Nursing,Nursing
775807,Florida State University,Graduated,1957-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775807,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775808,Florida State University,Graduated,1964-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
775808,Valdosta State University,Graduated,1978-08-01T00:00:00.000000000,Master of Education,,,,
775809,Florida State University,Graduated,1955-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication & Information,Journalism
775810,Florida State University,Incomplete,,,,,,
775813,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775814,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775815,Florida State University,Graduated,1957-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Journalism
775817,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775818,Florida State University,Graduated,1957-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775819,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775820,Ohio University Main Campus,Graduated,1965-08-01T00:00:00.000000000,Master of Education,,,,
775820,Ohio University Main Campus,Graduated,1961-08-01T00:00:00.000000000,Bachelor of Science,,,,
775820,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775821,Florida State University,Graduated,1974-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
775822,Florida State University,Graduated,1978-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics
775823,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Associate of Arts,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
775826,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Comm/Public Relations
775828,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775829,Florida State University,Graduated,1952-06-01T00:00:00.000000000,Master of Arts,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Higher Education
775829,Florida State University,Graduated,1948-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775830,Florida State University,Graduated,1953-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775833,Florida State University,Graduated,1967-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775834,Florida State University,Graduated,1933-06-01T00:00:00.000000000,Bachelor's Degree,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
775835,Florida State University,Incomplete,,,,,,
775841,Florida State University,Graduated,1967-08-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
775842,Loyola University Of Chicago,Graduated,1985-01-01T00:00:00.000000000,Master of Business Administration,,,,
775842,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
775847,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Fine Arts,PRIMARY,Fine Arts,Theatre,Theatre
775849,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775851,Florida State University,Graduated,1961-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775853,Florida State University,Graduated,1955-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
775855,Florida State University,Graduated,1974-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,History,History
775856,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Social Welfare,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775860,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Engineering,Engineering,Civil Engineering
775860,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
775864,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Dietetics
775864,Florida State University,Graduated,2010-12-11T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Nutrition & Food Science
775869,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Bachelor of Fine Arts,PRIMARY,Fine Arts,Art,Studio Art
775871,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775871,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775873,Florida State University,Graduated,1948-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
775876,Florida State University,Graduated,1925-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Meteorology,Meteorology
775878,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775880,Florida State University,Graduated,1960-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775882,Florida State University,Incomplete,,,,,,
775884,Florida State University,Graduated,1965-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775886,Florida State University,Graduated,1943-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775888,Florida State University,Graduated,1958-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775890,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775891,Florida State University,Graduated,2009-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Middle Grades Math Ed
775894,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
775894,Florida State University,Graduated,1991-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775897,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775898,Florida State University,Graduated,1958-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775899,Florida State University,Graduated,2012-08-11T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Communication Sci & Disorders,Communication Disorders
775899,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication Sci & Disorders,Communication Disorders
775900,Florida State University,Graduated,1956-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775901,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
775901,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Applied Economics
775902,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
775903,Florida State University,Incomplete,,,PRIMARY,Music,Music,Music Therapy
775904,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
775906,Florida State University,Graduated,1979-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775908,Florida State University,Graduated,1955-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775909,Florida State University,Graduated,2007-12-15T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
